device_type,hour,current_watts,avg_watts,rolling_avg,volatility,trend,label
Secadora,2,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,22,1800.0,1200,1200.0,24.0,40.0,3
Refrigerador,13,240.0,150,150.0,3.0,0.0,1
Laptop,7,63.76,65,63.76,1.3,-2.65,0
Microondas,21,1000.0,1000,1000.0,20.0,0.0,0
Computadora,10,271.4,300,271.4,6.0,1.98,0
Aire Acondicionado,7,1800.0,1200,1200.0,24.0,40.0,3
Mini Refrigerador,1,77.65,80,77.65,1.6,-3.93,0
Router,3,12.0,12,12.0,0.24,0.0,0
Router,16,13.17,12,13.17,0.24,-0.21,0
Microondas,14,1027.04,1000,1027.04,20.0,-2.43,0
Horno,0,2286.81,2200,2286.81,44.0,-4.37,0
Refrigerador,3,150.86,150,150.86,3.0,-1.64,0
Aire Acondicionado,9,1121.04,1200,1121.04,24.0,0.24,0
Horno,1,2200.0,2200,2200.0,44.0,0.0,0
Router,14,11.81,12,11.81,0.24,-0.37,0
Secadora,18,2476.17,2500,2476.17,50.0,-4.12,0
Secadora,4,2500.0,2500,2500.0,50.0,0.0,0
Computadora,1,300.0,300,300.0,6.0,0.0,17
Televisor,22,120.0,120,120.0,2.4,0.0,0
Calefactor,0,1500.0,1500,1500.0,30.0,0.0,0
Televisor,22,127.88,120,127.88,2.4,-1.98,0
Lavadora,23,451.86,500,451.86,10.0,-4.33,0
Horno,5,2215.51,2200,2215.51,44.0,-3.59,0
Televisor,17,120.0,120,120.0,2.4,0.0,0
Aire Acondicionado,16,1125.47,1200,1125.47,24.0,4.65,0
Router,2,12.31,12,12.31,0.24,0.33,0
Router,5,11.72,12,11.72,0.24,-3.49,0
Luces,5,60.0,60,60.0,1.2,0.0,0
Laptop,7,65.0,65,65.0,1.3,0.0,0
Router,15,12.0,12,12.0,0.24,0.0,0
Computadora,21,300.0,300,300.0,6.0,0.0,0
Mini Refrigerador,6,80.0,80,80.0,1.6,0.0,0
Computadora,21,360.0,300,300.0,0.1,0.0,7
Microondas,5,928.59,1000,928.59,20.0,1.81,0
Calefactor,10,7500.0,1500,1500.0,30.0,0.0,18
Televisor,11,600.0,120,120.0,2.4,0.0,18
Microondas,9,905.51,1000,905.51,20.0,-0.69,0
Refrigerador,17,240.0,150,150.0,3.0,0.0,1
Lavadora,1,479.77,500,479.77,10.0,3.09,0
Televisor,12,108.89,120,108.89,2.4,1.72,0
Luces,18,300.0,60,60.0,1.2,0.0,18
Computadora,14,300.0,300,300.0,6.0,0.0,0
Calefactor,6,1470.62,1500,1470.62,30.0,-2.84,0
Computadora,12,300.0,300,300.0,6.0,0.0,0
Mini Refrigerador,22,84.73,80,84.73,1.6,1.02,0
Secadora,17,2500.0,2500,2500.0,50.0,0.0,0
Mini Refrigerador,11,80.0,80,80.0,1.6,0.0,0
Router,18,11.32,12,11.32,0.24,4.81,0
Computadora,20,277.75,300,277.75,6.0,3.15,0
Luces,23,60.0,60,60.0,1.2,0.0,0
Microondas,21,1000.0,1000,1000.0,20.0,0.0,0
Refrigerador,11,240.0,150,150.0,3.0,0.0,1
Horno,9,2200.0,2200,2200.0,44.0,0.0,0
Secadora,4,2599.25,2500,2599.25,50.0,-3.78,0
Microondas,19,984.56,1000,984.56,20.0,-3.39,0
Horno,1,2000.75,2200,2000.75,44.0,2.34,0
Lavadora,3,500.0,500,500.0,10.0,0.0,0
Horno,20,2110.48,2200,2110.48,44.0,-1.86,0
Router,14,12.0,12,12.0,0.24,0.0,0
Refrigerador,16,158.79,150,158.79,3.0,-4.15,0
Computadora,8,293.87,300,293.87,6.0,1.82,0
Secadora,10,2629.28,2500,2629.28,50.0,-2.23,0
Calefactor,15,1500.0,1500,1500.0,30.0,0.0,0
Computadora,22,299.69,300,299.69,6.0,0.86,0
Aire Acondicionado,13,1171.77,1200,1171.77,24.0,-4.53,0
Aire Acondicionado,12,1913.14,1200,1913.14,24.0,-1.55,4
Horno,10,2164.05,2200,2164.05,44.0,-3.55,0
Aire Acondicionado,16,1267.21,1200,1267.21,24.0,-4.96,0
Laptop,16,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,2,1246.88,1200,1246.88,24.0,-2.32,0
Calefactor,14,1414.71,1500,1414.71,30.0,-4.33,0
Horno,14,2209.33,2200,2209.33,44.0,-0.47,0
Luces,2,56.81,60,56.81,1.2,-0.21,0
Calefactor,3,1426.23,1500,1426.23,30.0,1.1,0
Luces,9,64.09,60,64.09,1.2,-3.78,0
Secadora,9,2500.0,2500,2500.0,50.0,0.0,0
Lavadora,12,502.02,500,502.02,10.0,-1.03,0
Refrigerador,22,153.67,150,153.67,3.0,4.09,0
Refrigerador,0,154.85,150,154.85,3.0,-1.16,0
Horno,6,2200.0,2200,2200.0,44.0,0.0,0
Microondas,0,1000.0,1000,1000.0,20.0,0.0,0
Horno,10,2108.85,2200,2108.85,44.0,-1.27,0
Laptop,3,60.21,65,60.21,1.3,-1.59,0
Aire Acondicionado,8,1148.13,1200,1148.13,24.0,-1.25,0
Mini Refrigerador,2,80.0,80,80.0,1.6,0.0,0
Mini Refrigerador,7,80.0,80,80.0,1.6,0.0,0
Aire Acondicionado,14,1278.55,1200,1278.55,24.0,4.61,0
Refrigerador,12,240.0,150,150.0,3.0,0.0,1
Calefactor,0,7500.0,1500,1500.0,30.0,0.0,18
Mini Refrigerador,8,80.0,80,80.0,1.6,0.0,0
Mini Refrigerador,11,77.57,80,77.57,1.6,-3.36,0
Lavadora,17,511.68,500,511.68,10.0,4.94,0
Secadora,3,12500.0,2500,2500.0,50.0,0.0,18
Aire Acondicionado,18,2098.52,1200,2098.52,24.0,1.27,4
Televisor,2,120.0,120,120.0,2.4,0.0,0
Aire Acondicionado,2,1247.75,1200,1247.75,24.0,4.07,0
Router,2,12.0,12,12.0,0.24,0.0,0
Televisor,3,3.0,120,3.0,2.4,-1.55,0
Lavadora,17,464.18,500,464.18,10.0,4.0,0
Secadora,17,2309.89,2500,2309.89,50.0,-3.67,0
Laptop,0,325.0,65,65.0,1.3,0.0,18
Secadora,5,2500.88,2500,2500.88,50.0,0.05,0
Luces,15,60.0,60,60.0,1.2,0.0,0
Router,21,12.0,12,12.0,0.24,0.0,0
Calefactor,8,1362.42,1500,1362.42,30.0,1.94,0
Lavadora,16,505.57,500,505.57,10.0,3.02,0
Calefactor,11,1500.0,1500,1500.0,30.0,0.0,0
Televisor,19,120.0,120,120.0,2.4,0.0,0
Televisor,7,120.0,120,120.0,2.4,0.0,0
Router,10,13.17,12,13.17,0.24,-3.48,0
Lavadora,3,500.0,500,500.0,10.0,0.0,0
Horno,1,2038.11,2200,2038.11,44.0,-4.22,0
Horno,13,2093.14,2200,2093.14,44.0,1.38,0
Mini Refrigerador,17,80.0,80,80.0,1.6,0.0,0
Computadora,14,300.0,300,300.0,6.0,0.0,0
Horno,12,2090.83,2200,2090.83,44.0,0.53,0
Luces,22,60.0,60,60.0,1.2,0.0,0
Calefactor,17,1500.0,1500,1500.0,30.0,0.0,0
Refrigerador,10,156.64,150,156.64,3.0,4.75,0
Luces,4,61.16,60,61.16,1.2,-4.02,0
Luces,0,60.83,60,60.83,1.2,-4.42,0
Refrigerador,20,240.0,150,150.0,3.0,0.0,1
Laptop,4,65.0,65,65.0,1.3,0.0,0
Calefactor,17,1437.85,1500,1437.85,30.0,-4.4,0
Mini Refrigerador,3,80.0,80,80.0,1.6,0.0,0
Microondas,16,1079.33,1000,1079.33,20.0,2.81,0
Aire Acondicionado,12,1239.42,1200,1239.42,24.0,-1.75,0
Luces,6,64.59,60,64.59,1.2,2.97,0
Horno,9,11000.0,2200,2200.0,44.0,0.0,18
Secadora,3,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,2,1288.35,1200,1288.35,24.0,-2.78,0
Microondas,3,1019.58,1000,1019.58,20.0,0.38,0
Mini Refrigerador,14,75.75,80,75.75,1.6,1.0,0
Router,2,60.0,12,12.0,0.24,0.0,18
Luces,4,58.75,60,58.75,1.2,0.3,0
Laptop,13,59.72,65,59.72,1.3,4.19,0
Computadora,3,300.0,300,300.0,6.0,0.0,17
Secadora,7,2500.0,2500,2500.0,50.0,0.0,0
Lavadora,12,493.74,500,493.74,10.0,3.65,0
Microondas,8,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,5,1547.24,1500,1547.24,30.0,1.7,0
Laptop,14,58.67,65,58.67,1.3,4.6,0
Aire Acondicionado,7,1189.2,1200,1189.2,24.0,0.22,0
Secadora,8,2705.78,2500,2705.78,50.0,-1.41,0
Horno,20,2337.52,2200,2337.52,44.0,0.43,0
Laptop,23,67.89,65,67.89,1.3,4.16,0
Computadora,7,306.63,300,306.63,6.0,-3.9,0
Horno,20,2200.0,2200,2200.0,44.0,0.0,0
Mini Refrigerador,6,80.0,80,80.0,1.6,0.0,0
Router,8,11.36,12,11.36,0.24,4.46,0
Televisor,1,120.0,120,120.0,2.4,0.0,0
Router,4,12.0,12,12.0,0.24,0.0,0
Horno,14,2200.0,2200,2200.0,44.0,0.0,0
Mini Refrigerador,10,76.6,80,76.6,1.6,-0.07,0
Luces,7,60.0,60,60.0,1.2,0.0,0
Refrigerador,16,145.8,150,145.8,3.0,-4.37,0
Lavadora,5,548.33,500,548.33,10.0,-1.53,0
Televisor,23,120.0,120,120.0,2.4,0.0,0
Mini Refrigerador,16,80.0,80,80.0,1.6,0.0,0
Refrigerador,9,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,15,73.3,80,73.3,1.6,-4.66,0
Luces,10,60.0,60,60.0,1.2,0.0,0
Router,3,11.66,12,11.66,0.24,0.13,0
Refrigerador,22,240.0,150,150.0,3.0,0.0,1
Refrigerador,8,148.72,150,148.72,3.0,1.06,0
Lavadora,8,504.96,500,504.96,10.0,3.8,0
Calefactor,21,1500.0,1500,1500.0,30.0,0.0,0
Secadora,8,2498.04,2500,2498.04,50.0,-1.16,0
Calefactor,7,1359.57,1500,1359.57,30.0,-0.83,0
Calefactor,4,1416.68,1500,1416.68,30.0,0.56,0
Microondas,15,1000.0,1000,1000.0,20.0,0.0,0
Microondas,0,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,4,500.0,500,500.0,10.0,0.0,0
Secadora,3,2344.91,2500,2344.91,50.0,-1.49,0
Aire Acondicionado,2,1830.63,1200,1830.63,24.0,-1.44,4
Microondas,8,1000.0,1000,1000.0,20.0,0.0,0
Router,10,12.0,12,12.0,0.24,0.0,0
Router,16,12.61,12,12.61,0.24,1.74,0
Horno,2,2200.0,2200,2200.0,44.0,0.0,0
Televisor,16,114.3,120,114.3,2.4,1.09,0
Router,10,12.73,12,12.73,0.24,2.9,0
Secadora,4,2713.57,2500,2713.57,50.0,2.13,0
Laptop,22,65.0,65,65.0,1.3,0.0,0
Microondas,21,1042.73,1000,1042.73,20.0,-1.14,0
Mini Refrigerador,6,80.0,80,80.0,1.6,0.0,0
Televisor,1,3.0,120,3.0,2.4,-2.05,0
Luces,3,60.0,60,60.0,1.2,0.0,0
Router,3,12.0,12,12.0,0.24,0.0,0
Televisor,2,3.0,120,3.0,2.4,2.32,0
Luces,20,60.0,60,60.0,1.2,0.0,0
Router,18,12.59,12,12.59,0.24,-2.71,0
Televisor,20,120.0,120,120.0,2.4,0.0,0
Computadora,23,305.4,300,305.4,6.0,0.71,0
Luces,15,56.03,60,56.03,1.2,-2.92,0
Microondas,7,1000.0,1000,1000.0,20.0,0.0,0
Mini Refrigerador,23,80.61,80,80.61,1.6,-4.59,0
Secadora,1,2500.0,2500,2500.0,50.0,0.0,0
Luces,23,60.0,60,60.0,1.2,0.0,0
Computadora,18,288.83,300,288.83,6.0,-0.45,0
Mini Refrigerador,5,82.22,80,82.22,1.6,0.56,0
Microondas,5,1000.0,1000,1000.0,20.0,0.0,0
Computadora,3,300.0,300,300.0,6.0,0.0,17
Secadora,21,2500.0,2500,2500.0,50.0,0.0,0
Calefactor,6,1541.28,1500,1541.28,30.0,3.65,0
Televisor,10,124.32,120,124.32,2.4,3.83,0
Mini Refrigerador,1,74.69,80,74.69,1.6,3.13,0
Horno,9,2200.0,2200,2200.0,44.0,0.0,0
Televisor,11,123.56,120,123.56,2.4,-4.12,0
Microondas,15,1000.0,1000,1000.0,20.0,0.0,0
Laptop,1,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,5,1245.27,1200,1245.27,24.0,-2.71,0
Televisor,2,3.0,120,3.0,2.4,-3.28,0
Lavadora,13,500.0,500,500.0,10.0,0.0,0
Refrigerador,13,136.78,150,136.78,3.0,4.38,0
Luces,9,63.84,60,63.84,1.2,-0.15,0
Microondas,18,1071.56,1000,1071.56,20.0,-3.56,0
Secadora,18,2270.4,2500,2270.4,50.0,-1.66,0
Aire Acondicionado,4,1092.04,1200,1092.04,24.0,0.25,0
Horno,5,2200.0,2200,2200.0,44.0,0.0,0
Luces,19,55.4,60,55.4,1.2,-1.03,0
Computadora,15,301.17,300,301.17,6.0,0.81,0
Calefactor,2,1619.96,1500,1619.96,30.0,2.85,0
Aire Acondicionado,3,2084.21,1200,2084.21,24.0,-0.24,4
Laptop,15,62.62,65,62.62,1.3,-1.02,0
Calefactor,15,1580.64,1500,1580.64,30.0,0.42,0
Lavadora,22,2500.0,500,500.0,10.0,0.0,18
Calefactor,19,1455.99,1500,1455.99,30.0,-4.57,0
Computadora,21,79.16,300,79.16,6.0,4.49,0
Router,21,12.0,12,12.0,0.24,0.0,0
Secadora,18,2486.51,2500,2486.51,50.0,4.06,0
Laptop,4,65.0,65,65.0,1.3,0.0,0
Refrigerador,16,137.78,150,137.78,3.0,-1.43,0
Laptop,19,60.12,65,60.12,1.3,2.39,0
Refrigerador,7,161.91,150,161.91,3.0,-1.95,0
Aire Acondicionado,1,1193.2,1200,1193.2,24.0,-3.71,0
Lavadora,18,2500.0,500,500.0,10.0,0.0,18
Secadora,18,2500.0,2500,2500.0,50.0,0.0,0
Laptop,20,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,11,1089.35,1200,1089.35,24.0,-5.0,0
Aire Acondicionado,20,1183.83,1200,1183.83,24.0,-0.53,0
Aire Acondicionado,21,1090.12,1200,1090.12,24.0,-4.79,0
Refrigerador,17,162.29,150,162.29,3.0,-4.77,0
Luces,4,59.84,60,59.84,1.2,-3.58,0
Luces,8,60.0,60,60.0,1.2,0.0,0
Refrigerador,23,240.0,150,150.0,3.0,0.0,1
Calefactor,2,1367.77,1500,1367.77,30.0,-2.44,0
Lavadora,13,500.0,500,500.0,10.0,0.0,0
Calefactor,20,1545.55,1500,1545.55,30.0,-3.65,0
Refrigerador,1,139.35,150,139.35,3.0,1.37,0
Refrigerador,21,240.0,150,150.0,3.0,0.0,1
Secadora,20,2339.46,2500,2339.46,50.0,4.85,0
Televisor,6,3.0,120,3.0,2.4,0.35,0
Refrigerador,16,164.29,150,164.29,3.0,-1.11,0
Horno,4,2116.53,2200,2116.53,44.0,0.34,0
Secadora,20,2364.64,2500,2364.64,50.0,2.0,0
Laptop,0,65.0,65,65.0,1.3,0.0,0
Horno,1,2200.0,2200,2200.0,44.0,0.0,0
Router,6,11.18,12,11.18,0.24,-0.49,0
Calefactor,7,1500.0,1500,1500.0,30.0,0.0,0
Microondas,14,5000.0,1000,1000.0,20.0,0.0,18
Aire Acondicionado,1,1858.73,1200,1858.73,24.0,0.41,4
Router,18,11.19,12,11.19,0.24,-3.66,0
Aire Acondicionado,23,1152.5,1200,1152.5,24.0,-2.13,0
Microondas,7,1000.0,1000,1000.0,20.0,0.0,0
Computadora,23,297.62,300,297.62,6.0,4.42,0
Router,5,12.0,12,12.0,0.24,0.0,0
Lavadora,9,478.14,500,478.14,10.0,0.68,0
Televisor,10,120.0,120,120.0,2.4,0.0,0
Router,17,11.67,12,11.67,0.24,1.31,0
Secadora,15,2698.95,2500,2698.95,50.0,0.25,0
Microondas,0,1000.0,1000,1000.0,20.0,0.0,0
Computadora,5,3.0,300,3.0,6.0,3.99,0
Aire Acondicionado,2,1133.14,1200,1133.14,24.0,-1.2,0
Laptop,2,65.26,65,65.26,1.3,-0.65,0
Computadora,1,3.0,300,3.0,6.0,2.45,0
Computadora,7,360.0,300,300.0,0.1,0.0,7
Lavadora,10,500.0,500,500.0,10.0,0.0,0
Laptop,11,64.3,65,64.3,1.3,-4.19,0
Mini Refrigerador,22,80.0,80,80.0,1.6,0.0,0
Laptop,3,59.78,65,59.78,1.3,4.64,0
Horno,21,2200.0,2200,2200.0,44.0,0.0,0
Laptop,5,62.93,65,62.93,1.3,-1.13,0
Secadora,17,2415.1,2500,2415.1,50.0,3.0,0
Mini Refrigerador,14,80.0,80,80.0,1.6,0.0,0
Computadora,15,300.0,300,300.0,6.0,0.0,0
Calefactor,20,1380.35,1500,1380.35,30.0,-4.76,0
Calefactor,8,1500.0,1500,1500.0,30.0,0.0,0
Mini Refrigerador,22,74.98,80,74.98,1.6,-0.29,0
Televisor,12,120.0,120,120.0,2.4,0.0,0
Laptop,6,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,1,1932.11,1200,1932.11,24.0,-0.05,4
Aire Acondicionado,21,1979.6,1200,1979.6,24.0,0.2,4
Horno,8,2262.45,2200,2262.45,44.0,-0.22,0
Mini Refrigerador,23,80.0,80,80.0,1.6,0.0,0
Luces,5,54.86,60,54.86,1.2,-3.31,0
Secadora,1,2319.39,2500,2319.39,50.0,-4.92,0
Luces,12,63.33,60,63.33,1.2,4.84,0
Televisor,13,120.51,120,120.51,2.4,3.22,0
Laptop,17,61.13,65,61.13,1.3,4.55,0
Mini Refrigerador,3,78.39,80,78.39,1.6,3.57,0
Microondas,6,1000.0,1000,1000.0,20.0,0.0,0
Computadora,9,318.53,300,318.53,6.0,-1.56,0
Lavadora,4,488.35,500,488.35,10.0,-4.17,0
Computadora,19,312.45,300,312.45,6.0,1.63,0
Secadora,10,2500.0,2500,2500.0,50.0,0.0,0
Microondas,11,962.36,1000,962.36,20.0,1.73,0
Laptop,1,65.0,65,65.0,1.3,0.0,0
Televisor,16,120.0,120,120.0,2.4,0.0,0
Aire Acondicionado,23,1092.35,1200,1092.35,24.0,2.5,0
Laptop,1,68.66,65,68.66,1.3,-1.29,0
Luces,19,300.0,60,60.0,1.2,0.0,18
Horno,2,2200.0,2200,2200.0,44.0,0.0,0
Lavadora,15,485.33,500,485.33,10.0,0.24,0
Lavadora,4,494.27,500,494.27,10.0,-0.17,0
Computadora,4,3.0,300,3.0,6.0,-4.1,0
Horno,2,2407.99,2200,2407.99,44.0,2.89,0
Secadora,23,2500.0,2500,2500.0,50.0,0.0,0
Router,10,12.0,12,12.0,0.24,0.0,0
Microondas,19,1000.0,1000,1000.0,20.0,0.0,0
Secadora,17,2739.73,2500,2739.73,50.0,-4.81,0
Microondas,3,935.62,1000,935.62,20.0,3.91,0
Calefactor,23,1500.0,1500,1500.0,30.0,0.0,0
Televisor,4,3.0,120,3.0,2.4,-2.57,0
Horno,15,2269.64,2200,2269.64,44.0,-1.69,0
Calefactor,20,1404.27,1500,1404.27,30.0,0.38,0
Horno,5,2199.53,2200,2199.53,44.0,2.65,0
Aire Acondicionado,21,1598.92,1200,1598.92,24.0,-1.66,4
Laptop,1,65.0,65,65.0,1.3,0.0,0
Refrigerador,22,148.87,150,148.87,3.0,0.53,0
Laptop,15,65.0,65,65.0,1.3,0.0,0
Calefactor,6,1518.88,1500,1518.88,30.0,2.79,0
Calefactor,18,1500.0,1500,1500.0,30.0,0.0,0
Refrigerador,5,240.0,150,150.0,3.0,0.0,1
Secadora,23,2255.34,2500,2255.34,50.0,-3.83,0
Refrigerador,19,240.0,150,150.0,3.0,0.0,1
Laptop,16,325.0,65,65.0,1.3,0.0,18
Horno,2,2010.82,2200,2010.82,44.0,-4.26,0
Calefactor,10,1506.23,1500,1506.23,30.0,-2.85,0
Lavadora,3,500.0,500,500.0,10.0,0.0,0
Laptop,7,65.0,65,65.0,1.3,0.0,0
Laptop,1,58.74,65,58.74,1.3,0.41,0
Laptop,10,65.0,65,65.0,1.3,0.0,0
Laptop,6,65.0,65,65.0,1.3,0.0,0
Lavadora,19,493.01,500,493.01,10.0,3.21,0
Secadora,3,2500.0,2500,2500.0,50.0,0.0,0
Microondas,1,920.26,1000,920.26,20.0,3.58,0
Computadora,13,311.8,300,311.8,6.0,-1.9,0
Televisor,15,124.71,120,124.71,2.4,-3.39,0
Laptop,8,60.25,65,60.25,1.3,1.44,0
Computadora,10,300.0,300,300.0,6.0,0.0,0
Aire Acondicionado,3,1180.76,1200,1180.76,24.0,-3.38,0
Microondas,16,904.71,1000,904.71,20.0,1.85,0
Horno,11,2314.62,2200,2314.62,44.0,-1.02,0
Refrigerador,6,240.0,150,150.0,3.0,0.0,1
Horno,18,2200.0,2200,2200.0,44.0,0.0,0
Luces,11,64.52,60,64.52,1.2,1.33,0
Laptop,3,65.0,65,65.0,1.3,0.0,0
Refrigerador,15,141.52,150,141.52,3.0,-4.81,0
Calefactor,20,1500.0,1500,1500.0,30.0,0.0,0
Laptop,16,68.21,65,68.21,1.3,1.33,0
Secadora,17,2500.0,2500,2500.0,50.0,0.0,0
Router,16,12.0,12,12.0,0.24,0.0,0
Router,8,10.82,12,10.82,0.24,0.42,0
Microondas,18,1000.0,1000,1000.0,20.0,0.0,0
Laptop,23,64.93,65,64.93,1.3,-0.3,0
Mini Refrigerador,6,76.34,80,76.34,1.6,-1.57,0
Secadora,4,2695.65,2500,2695.65,50.0,-4.34,0
Luces,17,54.62,60,54.62,1.2,4.96,0
Horno,12,2175.71,2200,2175.71,44.0,-4.49,0
Horno,9,2200.0,2200,2200.0,44.0,0.0,0
Refrigerador,11,240.0,150,150.0,3.0,0.0,1
Televisor,0,118.35,120,118.35,2.4,-3.6,0
Televisor,18,115.88,120,115.88,2.4,-2.86,0
Lavadora,8,519.81,500,519.81,10.0,-1.68,0
Router,19,12.0,12,12.0,0.24,0.0,0
Secadora,8,2500.0,2500,2500.0,50.0,0.0,0
Calefactor,14,1599.75,1500,1599.75,30.0,3.72,0
Calefactor,19,1471.59,1500,1471.59,30.0,-0.79,0
Laptop,1,65.82,65,65.82,1.3,-1.02,0
Televisor,7,126.69,120,126.69,2.4,-3.03,0
Lavadora,18,500.0,500,500.0,10.0,0.0,0
Televisor,13,120.0,120,120.0,2.4,0.0,0
Horno,21,2262.65,2200,2262.65,44.0,-3.51,0
Mini Refrigerador,17,80.0,80,80.0,1.6,0.0,0
Laptop,15,67.91,65,67.91,1.3,-2.91,0
Calefactor,13,1374.65,1500,1374.65,30.0,-3.26,0
Aire Acondicionado,9,1800.0,1200,1200.0,24.0,40.0,3
Secadora,17,2500.0,2500,2500.0,50.0,0.0,0
Luces,9,60.0,60,60.0,1.2,0.0,0
Secadora,6,2603.23,2500,2603.23,50.0,0.89,0
Laptop,9,58.71,65,58.71,1.3,-1.72,0
Luces,12,61.37,60,61.37,1.2,2.0,0
Luces,21,60.0,60,60.0,1.2,0.0,0
Computadora,20,298.2,300,298.2,6.0,-4.65,0
Laptop,7,65.4,65,65.4,1.3,-3.05,0
Luces,14,55.31,60,55.31,1.2,2.66,0
Mini Refrigerador,5,74.63,80,74.63,1.6,-3.37,0
Laptop,10,65.0,65,65.0,1.3,0.0,0
Router,15,12.0,12,12.0,0.24,0.0,0
Computadora,4,300.0,300,300.0,6.0,0.0,17
Televisor,22,114.09,120,114.09,2.4,3.48,0
Computadora,22,360.0,300,300.0,0.1,0.0,7
Aire Acondicionado,22,1308.29,1200,1308.29,24.0,1.23,0
Computadora,21,360.0,300,300.0,0.1,0.0,7
Aire Acondicionado,4,1283.82,1200,1283.82,24.0,-2.59,0
Laptop,12,65.75,65,65.75,1.3,-1.75,0
Calefactor,6,1500.0,1500,1500.0,30.0,0.0,0
Luces,3,57.13,60,57.13,1.2,-1.85,0
Luces,14,60.0,60,60.0,1.2,0.0,0
Laptop,15,58.65,65,58.65,1.3,0.02,0
Microondas,13,1000.0,1000,1000.0,20.0,0.0,0
Televisor,3,120.0,120,120.0,2.4,0.0,0
Lavadora,17,500.0,500,500.0,10.0,0.0,0
Secadora,10,2500.0,2500,2500.0,50.0,0.0,0
Luces,18,64.07,60,64.07,1.2,3.4,0
Calefactor,13,1500.0,1500,1500.0,30.0,0.0,0
Computadora,21,300.32,300,300.32,6.0,3.47,0
Lavadora,9,500.0,500,500.0,10.0,0.0,0
Luces,15,54.67,60,54.67,1.2,-1.57,0
Secadora,13,2657.82,2500,2657.82,50.0,1.03,0
Router,17,12.0,12,12.0,0.24,0.0,0
Microondas,1,1094.0,1000,1094.0,20.0,-2.53,0
Laptop,18,65.0,65,65.0,1.3,0.0,0
Router,9,12.8,12,12.8,0.24,1.41,0
Lavadora,8,480.18,500,480.18,10.0,-0.75,0
Secadora,10,2500.0,2500,2500.0,50.0,0.0,0
Computadora,17,275.91,300,275.91,6.0,0.03,0
Laptop,10,65.0,65,65.0,1.3,0.0,0
Luces,11,60.0,60,60.0,1.2,0.0,0
Aire Acondicionado,10,1266.61,1200,1266.61,24.0,-2.51,0
Laptop,5,63.91,65,63.91,1.3,-1.52,0
Secadora,0,2602.22,2500,2602.22,50.0,3.68,0
Laptop,4,69.89,65,69.89,1.3,1.8,0
Televisor,17,121.12,120,121.12,2.4,3.36,0
Microondas,18,1000.0,1000,1000.0,20.0,0.0,0
Horno,19,2266.97,2200,2266.97,44.0,1.58,0
Computadora,18,51.82,300,51.82,6.0,-3.95,0
Aire Acondicionado,14,1316.85,1200,1316.85,24.0,4.22,0
Router,18,11.44,12,11.44,0.24,-1.51,0
Refrigerador,6,240.0,150,150.0,3.0,0.0,1
Calefactor,10,1500.0,1500,1500.0,30.0,0.0,0
Microondas,14,1020.86,1000,1020.86,20.0,-3.18,0
Computadora,21,360.0,300,300.0,0.1,0.0,7
Laptop,22,67.46,65,67.46,1.3,-1.42,0
Laptop,4,58.98,65,58.98,1.3,-0.52,0
Horno,0,2413.74,2200,2413.74,44.0,-0.09,0
Laptop,11,64.79,65,64.79,1.3,-3.32,0
Calefactor,17,7500.0,1500,1500.0,30.0,0.0,18
Secadora,2,2724.82,2500,2724.82,50.0,-2.73,0
Lavadora,12,500.0,500,500.0,10.0,0.0,0
Router,0,12.86,12,12.86,0.24,4.48,0
Laptop,9,60.15,65,60.15,1.3,-5.0,0
Microondas,7,1000.0,1000,1000.0,20.0,0.0,0
Computadora,15,42.78,300,42.78,6.0,2.36,0
Televisor,23,131.91,120,131.91,2.4,-3.24,0
Refrigerador,16,240.0,150,150.0,3.0,0.0,1
Refrigerador,9,160.61,150,160.61,3.0,-0.48,0
Calefactor,2,1559.64,1500,1559.64,30.0,0.32,0
Mini Refrigerador,9,79.42,80,79.42,1.6,3.76,0
Router,20,12.0,12,12.0,0.24,0.0,0
Aire Acondicionado,0,1181.36,1200,1181.36,24.0,-3.63,0
Televisor,2,3.0,120,3.0,2.4,3.52,0
Horno,3,2208.66,2200,2208.66,44.0,0.29,0
Luces,7,60.43,60,60.43,1.2,-3.81,0
Refrigerador,1,158.74,150,158.74,3.0,-4.17,0
Refrigerador,2,240.0,150,150.0,3.0,0.0,1
Calefactor,10,1384.22,1500,1384.22,30.0,1.98,0
Computadora,3,3.0,300,3.0,6.0,-0.05,0
Secadora,23,2356.78,2500,2356.78,50.0,2.88,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Televisor,3,120.0,120,120.0,2.4,0.0,0
Laptop,19,61.91,65,61.91,1.3,1.37,0
Secadora,20,2695.58,2500,2695.58,50.0,2.16,0
Secadora,12,2556.72,2500,2556.72,50.0,1.4,0
Laptop,14,65.0,65,65.0,1.3,0.0,0
Computadora,15,80.72,300,80.72,6.0,2.56,0
Calefactor,9,1431.73,1500,1431.73,30.0,1.08,0
Horno,16,2180.83,2200,2180.83,44.0,0.52,0
